line_code,direction,service_date,hour,N_arc,r1_arc,r2_arc,r3_arc,N_time,r1_time,r2_time,r3_time,N,boardings,lambda_boardings_per_bus,day_category,hour_of_day,is_peak,period,rain_mm,temp_c,analysis_eligible,weekend,null_mean,null_sd,r_excess,z,ppc,rayleigh_z,pit_probit
31,0,2026-03-13,2026-03-13 20:00:00,9,0.5000496089573576,0.402526268176078,0.5867189610034363,9,0.7781780025336896,0.9962399462130505,0.7813216734980943,9,12,1.3333333333333333,weekday,20,False,off_peak,0.4,24.1,True,weekday,0.29708997453612646,0.14952147651880487,0.28874198271292456,1.3573945305155244,0.15630581284570705,2.2504465027656564,1.2688347733483107
31,0,2026-03-13,2026-03-13 21:00:00,5,0.8483051627819491,0.6057559596880532,0.7423468458370972,5,0.6458687030242685,0.8898455790691623,0.8712883149206015,5,0,0.0,weekday,21,False,off_peak,0.4,24.0,True,weekday,0.4004091764520222,0.1974687348710285,0.74700273709924,2.2681868429574856,0.6495270615031364,3.5981082460125458,2.1106779792322805
31,0,2026-03-13,2026-03-13 22:00:00,2,0.0304813652465237,0.998141772745416,0.0913308131322556,2,1.0,1.0,1.0,2,0,0.0,weekday,22,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-1.6633668840342268,-1.9819419968324221,-0.998141772745416,0.0018582272545839657,-2.1072028500614812
31,0,2026-03-13,2026-03-13 23:00:00,2,0.529311485538797,0.4396587025534236,0.9947442874960226,2,1.0,1.0,1.0,2,0,0.0,weekday,23,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-0.2930295067819874,-0.3491517664423825,-0.43965870255342376,0.5603412974465762,-0.3733338311869819
49.2,0,2026-03-13,2026-03-13 05:00:00,5,0.3595731169170253,0.2817671602297648,0.4508017697500503,5,0.2194921998335481,0.4623644122924427,0.3752427409210856,5,928,185.6,weekday,5,False,off_peak,0.0,24.4,True,weekday,0.4004091764520222,0.1974687348710285,-0.06810654521587962,-0.20679759538474712,-0.08838396698821907,0.6464641320471237,-0.10862491294606244
49.2,0,2026-03-13,2026-03-13 06:00:00,13,0.2759675467810485,0.367343885970203,0.1396610795590796,13,0.2327093983594753,0.3159995502251651,0.1924295051890341,13,690,53.07692307692308,weekday,6,False,off_peak,0.0,24.5,True,weekday,0.24546306234414839,0.1257683161325528,0.04042808630637694,0.24254506520346586,-0.0008287392172872851,0.9900551293925526,0.3166621127531399
49.2,0,2026-03-13,2026-03-13 07:00:00,17,0.2544125941026557,0.3490154844512594,0.4365615956090615,17,0.1670215077372727,0.2483823663840351,0.4622481429153224,17,535,31.470588235294116,weekday,7,True,peak,0.0,25.0,True,weekday,0.21521895116549258,0.11013095249365518,0.049942137358401195,0.35588217526240984,0.0062711285404203065,1.100338056646725,0.42463880531147885
49.2,0,2026-03-13,2026-03-13 08:00:00,17,0.2920310057052432,0.2910614741981149,0.4232658160909439,17,0.2282324283077081,0.2168861187264359,0.3664618596575985,17,739,43.47058823529411,weekday,8,True,peak,0.0,26.4,True,weekday,0.21521895116549258,0.11013095249365518,0.09787705074405861,0.6974610933667889,0.028112240061541782,1.4497958409846685,0.7255739426980664
49.2,0,2026-03-13,2026-03-13 09:00:00,13,0.3351833575330901,0.3852576061967041,0.0366104340720956,13,0.3313553396689619,0.4159559175814816,0.0944962897472813,13,874,67.23076923076923,weekday,9,False,off_peak,0.0,30.1,True,weekday,0.24546306234414839,0.1257683161325528,0.11890775747530549,0.7133775655736816,0.0383768734310849,1.4605224811730189,0.729820356102314
49.2,0,2026-03-13,2026-03-13 10:00:00,11,0.2276060389043125,0.3635962450992135,0.441270227772696,11,0.2298323621588855,0.3478240435771912,0.4792173794035993,11,602,54.72727272727273,weekday,10,False,off_peak,0.0,29.7,True,weekday,0.2673922694492119,0.13466594596805675,-0.054307685935810944,-0.2954438871601351,-0.043015040159717445,0.5698495984028256,-0.19486325624699813
49.2,0,2026-03-13,2026-03-13 11:00:00,10,0.186867570995967,0.4758951048722757,0.3228922028460059,10,0.1882777595917999,0.4399124167781673,0.3642294996670503,10,564,56.4,weekday,11,False,off_peak,0.0,29.9,True,weekday,0.2809039442267921,0.1422930711897375,-0.13077025311967888,-0.660864035364269,-0.0723116787889636,0.3491948908993276,-0.5693774745750753
49.2,0,2026-03-13,2026-03-13 12:00:00,10,0.2943926744892885,0.3668937474782641,0.2056528588082025,10,0.3102320086765549,0.2984849465481955,0.2463802420226784,10,704,70.4,weekday,12,False,off_peak,0.0,28.2,True,weekday,0.2809039442267921,0.1422930711897375,0.018757897716449944,0.09479541167897187,-0.014814392452270909,0.8666704679295618,0.173956053234759
49.2,0,2026-03-13,2026-03-13 13:00:00,10,0.3527473220797725,0.334306388288248,0.3258435252253253,10,0.2497123566100927,0.4221655736643682,0.3086425427975241,10,906,90.6,weekday,13,False,off_peak,0.0,27.8,True,weekday,0.2809039442267921,0.1422930711897375,0.0999079014217799,0.5048972325376437,0.02714519248272307,1.2443067323445076,0.5485708427354415
49.2,0,2026-03-13,2026-03-13 14:00:00,12,0.2037461646245598,0.4014311599742916,0.3473019639588782,12,0.1625023856670444,0.4099474967425535,0.2952115379154987,12,1017,84.75,weekday,14,False,off_peak,0.0,28.2,True,weekday,0.2572518923221997,0.13141110844566523,-0.07203751466284497,-0.40716289764622904,-0.04562272770994375,0.4981499951906187,-0.2927673319501234
49.2,0,2026-03-13,2026-03-13 15:00:00,14,0.1168462459199728,0.474471924879193,0.4776667376653206,14,0.035190897272905,0.416826215444421,0.4823079345055003,14,845,60.357142857142854,weekday,15,False,off_peak,0.0,27.9,True,weekday,0.23678542787239962,0.1212978379503608,-0.1571500156477285,-0.9887990089444959,-0.06221979749244073,0.19114263259827063,-0.9423763325979507
49.2,0,2026-03-13,2026-03-13 16:00:00,18,0.3245118717133033,0.2742747609407582,0.2635929288166844,18,0.2821520167552818,0.2857391509139989,0.206358971501771,18,635,35.27777777777778,weekday,16,False,off_peak,0.0,27.4,True,weekday,0.2093442671146911,0.10772005298135762,0.14566087338459638,1.0691380240830692,0.0526790110524521,1.8955431878916857,1.034933432456665
49.2,0,2026-03-13,2026-03-13 17:00:00,17,0.1791696213274095,0.4013765907205748,0.4093134806395994,17,0.1651200693489987,0.3825169932199672,0.4226730891119357,17,357,21.0,weekday,17,True,peak,0.0,26.7,True,weekday,0.21521895116549258,0.11013095249365518,-0.045935525445754084,-0.3273314996541046,-0.02839188721797973,0.5457298045123243,-0.22188937743801035
49.2,0,2026-03-13,2026-03-13 18:00:00,19,0.4734008256386446,0.0734904799224216,0.2361891735960284,19,0.4145789641181949,0.2110936859060899,0.294235702222118,19,181,9.526315789473683,weekday,18,True,peak,4.6,24.2,True,weekday,0.2029744966323452,0.10503124143443551,0.3392944490027895,2.5747227711776572,0.1810032495884254,4.258058492591657,2.2784463084870366
49.2,0,2026-03-13,2026-03-13 19:00:00,16,0.1601907930528738,0.1980783168872856,0.3354450047982203,16,0.2908680933228914,0.2578711497727711,0.1546731477554449,16,82,5.125,weekday,19,False,off_peak,1.0,24.2,True,weekday,0.22230682525307902,0.11395064898562776,-0.07987215809167825,-0.5451134570373507,-0.03929483714249746,0.41057744286253817,-0.4350860068936016
49.2,0,2026-03-13,2026-03-13 20:00:00,8,0.7034921727997392,0.0729081454432761,0.5134605046443856,8,0.5591342968389635,0.262691037481324,0.5650578339779461,8,57,7.125,weekday,20,False,off_peak,0.4,24.1,True,weekday,0.3152126391873147,0.16049652599261358,0.5670074476135568,2.4192394895219977,0.42274427107485496,3.959209897523985,2.210074388724775
49.2,0,2026-03-13,2026-03-13 21:00:00,5,0.3220908959221366,0.4233165289278402,0.315142732035327,5,0.3003704879541901,0.3871783621173283,0.1100197424946005,5,14,2.8,weekday,21,False,off_peak,0.4,24.0,True,weekday,0.4004091764520222,0.1974687348710285,-0.13061954495309042,-0.39661104114044743,-0.12032181845509424,0.518712726179623,-0.28466605404124207
49.2,0,2026-03-13,2026-03-13 22:00:00,2,0.1826367348910322,0.9332876461366856,0.5235419517001145,2,0.2530008989689224,0.871981090241834,0.6942248983990928,2,0,0.0,weekday,22,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-1.2453805161474312,-1.483901098838182,-0.9332876461366857,0.06671235386331435,-1.2037143601198523
49.2,0,2026-03-13,2026-03-13 23:00:00,2,0.1560070825631722,0.9513235803802552,0.4528335152605228,2,0.1961503046893177,0.9230501159405758,0.5582634276598261,2,0,0.0,weekday,23,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-1.3185348956518554,-1.571066316796827,-0.9513235803802551,0.04867641961974485,-1.2910106055309671
34A,0,2026-03-13,2026-03-13 08:00:00,6,0.6103132937884568,0.6389254953944786,0.3533916108490033,6,0.5746603226304617,0.7094830179828611,0.3579794010658969,6,280,46.666666666666664,weekday,8,True,peak,0.0,26.4,True,weekday,0.36689931083094657,0.18172384994675964,0.3844790996468379,1.3394718581453353,0.2469787798898982,2.234893899449491,1.253015680940971
34A,0,2026-03-13,2026-03-13 15:00:00,5,0.5414854253692988,0.5022261143421838,0.6171461770341498,5,0.4904922311363651,0.5803846220924163,0.4152475190203231,5,515,103.0,weekday,15,False,off_peak,0.0,27.9,True,weekday,0.4004091764520222,0.1974687348710285,0.23528753839573732,0.7144232174749934,0.11650808235921306,1.4660323294368522,0.6958863600941554
34A,0,2026-03-13,2026-03-13 16:00:00,5,0.6166309524264436,0.727029939722602,0.6155791810021659,5,0.6195654966525793,0.9461831071914072,0.7414897558460173,5,363,72.6,weekday,16,False,off_peak,0.0,27.4,True,weekday,0.4004091764520222,0.1974687348710285,0.36061555227774406,1.0949671405736254,0.2252921643629287,1.9011686574517148,1.0487352190384835
34A,0,2026-03-13,2026-03-13 21:00:00,2,0.854464222548953,0.4602182152323737,0.06798422358616,2,0.9703635007623302,0.8832106472234501,0.7437072503382907,2,0,0.0,weekday,21,False,off_peak,0.4,24.0,True,weekday,0.6359800669726218,0.3055077811024832,0.6001983291390225,0.7151508704226434,0.4602182152323735,1.4602182152323735,0.40537756423278526
34A,0,2026-03-13,2026-03-13 07:00:00,4,0.6156394025862956,0.5289409915486121,0.6605202845937654,4,0.611988161180491,0.6493957283002876,0.8091336674913344,4,229,57.25,weekday,7,True,peak,0.0,25.0,True,weekday,0.44805277315722414,0.21797557269686318,0.3036279942698382,0.7688321556201747,0.17201583202241455,1.5160474960672436,0.7544151122290619
34A,0,2026-03-13,2026-03-13 17:00:00,3,0.5442246407093002,0.6017156088597192,0.9224617408509752,3,0.5083552354545143,0.7130221184279535,0.9569411873744084,3,184,61.333333333333336,weekday,17,True,peak,0.0,26.7,True,weekday,0.527185586511236,0.23912845084327258,0.036037510092676334,0.07125481781016411,-0.05572931066724962,0.8885413786655008,0.1514763062925533
34A,0,2026-03-13,2026-03-13 13:00:00,2,0.7138953063987713,0.019293016996391,0.6863489178387807,2,0.6695924873737834,0.1032918017051793,0.8079193162319647,2,434,217.0,weekday,13,False,off_peak,0.0,27.8,True,weekday,0.6359800669726218,0.3055077811024832,0.21404113444603448,0.2550352044880084,0.019293016996391188,1.0192930169963912,0.024065954281736284
34A,0,2026-03-13,2026-03-13 06:00:00,2,0.9934868823376548,0.9740323707539864,0.941889884295011,2,1.0,1.0,1.0,2,289,144.5,weekday,6,False,off_peak,0.0,24.5,True,weekday,0.6359800669726218,0.3055077811024832,0.9821077994048877,1.1702052696494385,0.9740323707539864,1.9740323707539864,1.4889520340558295
34A,0,2026-03-13,2026-03-13 09:00:00,4,0.4190955379846426,0.5425796584193217,0.682993877444328,4,0.2153962472728839,0.6907931336332983,0.4669181120290564,4,421,105.25,weekday,9,False,off_peak,0.0,30.1,True,weekday,0.44805277315722414,0.21797557269686318,-0.05246377509353825,-0.13284623966948864,-0.09914524005515064,0.7025642798345481,-0.08859975852623245
34A,0,2026-03-13,2026-03-13 11:00:00,3,0.6914755182932051,0.3180715190286922,0.7716975414764375,3,0.7029421669196799,0.3578984955160638,0.8574061975255114,3,240,80.0,weekday,11,False,off_peak,0.0,29.9,True,weekday,0.527185586511236,0.23912845084327258,0.3474723424138449,0.6870363237942209,0.21720758859828493,1.4344151771965699,0.585070966461563
34A,0,2026-03-13,2026-03-13 05:00:00,2,0.4545837622993962,0.586707206107452,0.987998900540382,2,0.4070972563046409,0.6685436478184671,0.9514218257982288,2,338,169.0,weekday,5,False,off_peak,0.0,24.4,True,weekday,0.6359800669726218,0.3055077811024832,-0.4983142081386588,-0.5937534684668991,-0.5867072061074521,0.41329279389254786,-0.5258391075350426
34A,0,2026-03-13,2026-03-13 14:00:00,2,0.0325391563044045,0.9978824066139952,0.0974796595088609,2,0.1631487840962211,0.9467649484958492,0.4720758844402603,2,611,305.5,weekday,14,False,off_peak,0.0,28.2,True,weekday,0.6359800669726218,0.3055077811024832,-1.6577139214594383,-1.975206354779526,-0.9978824066139951,0.0021175933860049343,-2.083562291864799
31,1,2026-03-13,2026-03-13 05:00:00,2,0.8886283445142966,0.5793206693484388,0.1409731901777382,2,0.8982460509826578,0.6136919362118785,0.2042466654617841,2,450,225.0,weekday,5,False,off_peak,0.0,24.4,True,weekday,0.6359800669726218,0.3055077811024832,0.6940506676118556,0.8269782086398757,0.579320669348439,1.579320669348439,0.5290078562398706
31,1,2026-03-13,2026-03-13 06:00:00,8,0.5065564910563354,0.3156479753566418,0.305735447409143,8,0.5555717795457511,0.4512435169360327,0.4534609383385398,8,347,43.375,weekday,6,False,off_peak,0.0,24.5,True,weekday,0.3152126391873147,0.16049652599261358,0.27942082874009166,1.1921993369365937,0.15039940415006534,2.0527958290504573,1.1212064379015678
31,1,2026-03-13,2026-03-13 07:00:00,10,0.4309523573926332,0.4741253838926044,0.3451000016018694,10,0.4720151568239079,0.5540736267696081,0.4915462025788067,10,292,29.2,weekday,7,True,peak,0.0,25.0,True,weekday,0.2809039442267921,0.1422930711897375,0.20866254509559448,1.0545025974297964,0.09524437149140873,1.8571993434226786,1.0156417833862732
31,1,2026-03-13,2026-03-13 09:00:00,9,0.4716952999640499,0.4094340957553321,0.3370107968449339,9,0.512901422829801,0.50426502022982,0.5958492652736516,9,508,56.44444444444444,weekday,9,False,off_peak,0.0,30.1,True,weekday,0.29708997453612646,0.14952147651880487,0.24840352122264242,1.1677608427439776,0.12530851300919688,2.002468104073575,1.10675469677986
31,1,2026-03-13,2026-03-13 11:00:00,7,0.5120029215482885,0.3783819153925697,0.3139587339696308,7,0.5511345142106984,0.5235520236549394,0.3154936490284048,7,310,44.285714285714285,weekday,11,False,off_peak,0.0,29.9,True,weekday,0.3357564871343161,0.16817807791298353,0.2653340695095521,1.0479750785662059,0.1391714902863134,1.8350289417178804,0.9973389782213579
31,1,2026-03-13,2026-03-13 13:00:00,7,0.6177408140991708,0.3532893575484038,0.5289811969306486,7,0.6873274729850947,0.5507380399610873,0.6483691990479182,7,723,103.28571428571428,weekday,13,False,off_peak,0.0,27.8,True,weekday,0.3357564871343161,0.16817807791298353,0.42451950452374915,1.676700854618848,0.2785376656378907,2.671225993827344,1.531280835138358
31,1,2026-03-13,2026-03-13 15:00:00,5,0.2751749011995025,0.2509077380465475,0.12591544883989,5,0.3359139877206891,0.3519653642004173,0.4010464887021794,5,473,94.6,weekday,15,False,off_peak,0.0,27.9,True,weekday,0.4004091764520222,0.1974687348710285,-0.208866230659547,-0.6341979925800059,-0.15534846718730505,0.3786061312507798,-0.5192305176919779
31,1,2026-03-13,2026-03-13 16:00:00,9,0.4077612667204419,0.3832068672238956,0.4912708817742454,9,0.4682384959573326,0.4876685495356565,0.7423335718334078,9,317,35.22222222222222,weekday,16,False,off_peak,0.0,27.4,True,weekday,0.29708997453612646,0.14952147651880487,0.15744730929293516,0.7401698723219646,0.062052906967141774,1.4964232557371342,0.7421441543954094
31,1,2026-03-13,2026-03-13 17:00:00,9,0.4755840282654603,0.3046424309529108,0.3848041171672347,9,0.5363830987989231,0.3709647645627645,0.5039605652015001,9,102,11.333333333333334,weekday,17,True,peak,0.0,26.7,True,weekday,0.29708997453612646,0.14952147651880487,0.25393584849147616,1.1937686671177647,0.12945268893385242,2.0356215114708194,1.128994864691394
31,1,2026-03-13,2026-03-13 08:00:00,10,0.3390624776180945,0.4630025799333019,0.2991649950792995,10,0.3933749865962206,0.5697055903276196,0.3230733175846035,10,297,29.7,weekday,8,True,peak,0.0,26.4,True,weekday,0.2809039442267921,0.1422930711897375,0.08087728047509235,0.40872357947599713,0.016625959698356476,1.1496336372852083,0.4579338037636521
31,1,2026-03-13,2026-03-13 10:00:00,8,0.4092383970901683,0.3230059668134529,0.3291660042675399,8,0.4679738549254851,0.4207948469405436,0.338642199426945,8,328,41.0,weekday,10,False,off_peak,0.0,29.7,True,weekday,0.3152126391873147,0.16049652599261358,0.13730650313298223,0.5858429478229386,0.04854407503192031,1.3398085252234422,0.604366504462139
31,1,2026-03-13,2026-03-13 12:00:00,6,0.3043597920545178,0.1761023772828213,0.2232216639899681,6,0.3587793070407921,0.3166338991288192,0.4718105804216078,6,335,55.833333333333336,weekday,12,False,off_peak,0.0,28.2,True,weekday,0.36689931083094657,0.18172384994675964,-0.09878289480068658,-0.344145904870226,-0.08883814037663681,0.5558092981168159,-0.24998364057000425
31,1,2026-03-13,2026-03-13 14:00:00,6,0.3902875840263883,0.1707679987187089,0.5946335217656741,6,0.407047990202784,0.1719949434015122,0.656898223170734,6,585,97.5,weekday,14,False,off_peak,0.0,28.2,True,weekday,0.36689931083094657,0.18172384994675964,0.036942422580741326,0.12870227657125846,-0.01721072210581385,0.9139463894709308,0.21290636198999174
31,1,2026-03-13,2026-03-13 18:00:00,6,0.626168178097136,0.5867997131773403,0.4445555532601637,6,0.6621799950849164,0.6567573402075713,0.5712018571113157,6,62,10.333333333333334,weekday,18,True,peak,4.6,24.2,True,weekday,0.36689931083094657,0.18172384994675964,0.40952232670364114,1.4267189878606934,0.27050390471378394,2.35251952356892,1.3327922186754768
31,1,2026-03-13,2026-03-13 20:00:00,5,0.721347970884574,0.1445736343420936,0.3025347135943509,5,0.8006607685691592,0.360563587956325,0.3544227806366076,5,12,2.4,weekday,20,False,off_peak,0.4,24.1,True,weekday,0.4004091764520222,0.1974687348710285,0.5352630190926714,1.6252638405880533,0.4004286188741153,2.601714475496461,1.4724477751432041
31,1,2026-03-13,2026-03-13 19:00:00,7,0.1512960909555744,0.6490806927074254,0.3194229399021469,7,0.1496749847154866,0.6654646013195538,0.1788800809169695,7,27,3.857142857142857,weekday,19,False,off_peak,1.0,24.2,True,weekday,0.3357564871343161,0.16817807791298353,-0.27769995883428567,-1.0968159374147608,-0.1399610750051563,0.16023354996906208,-1.0651678048721278
31,1,2026-03-13,2026-03-13 21:00:00,2,0.1000962564592477,0.979961478885689,0.2962772074806996,2,0.1824656368773174,0.9334125827179098,0.5230970796271681,2,0,0.0,weekday,21,False,off_peak,0.4,24.0,True,weekday,0.6359800669726218,0.3055077811024832,-1.4721276553640534,-1.7540758162673793,-0.9799614788856891,0.020038521114310974,-1.5414800281767351
31,1,2026-03-13,2026-03-13 22:00:00,2,0.4356879846654742,0.620351960036275,0.976247775168437,2,0.5777733386467229,0.3323559382980385,0.9618261388257666,2,0,0.0,weekday,22,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-0.5502228425828632,-0.65560386574887,-0.620351960036275,0.379648039963725,-0.5643734555789471
31,1,2026-03-13,2026-03-13 23:00:00,2,0.2425626567431787,0.8823267151073817,0.6706016810070358,2,0.4102370835920623,0.6634110704917585,0.9545487291545164,2,0,0.0,weekday,23,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,-1.0807578776183497,-1.2877492311643297,-0.8823267151073817,0.11767328489261827,-1.0213260255128005
OC2,1,2026-03-13,2026-03-13 07:00:00,7,0.4984027902606671,0.7651316623897481,0.8003474232100869,7,0.4869314388335596,0.803796650788947,0.7812583465677531,7,365,52.142857142857146,weekday,7,True,peak,0.0,25.0,True,weekday,0.3357564871343161,0.16817807791298353,0.2448594528603843,0.9671076346258712,0.12313956489622158,1.7388373893773295,0.9293649225232885
OC2,1,2026-03-13,2026-03-13 08:00:00,9,0.4892385397665606,0.2359115035255001,0.4936486879975425,9,0.5395158176394268,0.5115191838924036,0.363453651475623,9,336,37.333333333333336,weekday,8,True,peak,0.0,26.4,True,weekday,0.29708997453612646,0.14952147651880487,0.27336153742241615,1.2850900733732937,0.14427364239203105,2.1541891391362484,1.210205625559887
OC2,1,2026-03-13,2026-03-13 09:00:00,8,0.4639275340453627,0.4153160525015286,0.5165089752586332,8,0.4584498616400306,0.513152194482705,0.6183671026381329,8,567,70.875,weekday,9,False,off_peak,0.0,30.1,True,weekday,0.3152126391873147,0.16049652599261358,0.21716945050147768,0.9265926096424805,0.10311857925189846,1.7218300547632892,0.8992866431936127
OC2,1,2026-03-13,2026-03-13 10:00:00,7,0.4788460697153928,0.5622879448912312,0.5657998705794519,7,0.5143826583805492,0.6840688294174426,0.9001773988026823,7,382,54.57142857142857,weekday,10,False,off_peak,0.0,29.7,True,weekday,0.3357564871343161,0.16817807791298353,0.21541735795620892,0.8508218452532927,0.10084248489552528,1.6050549093731517,0.8360975972351824
OC2,1,2026-03-13,2026-03-13 12:00:00,8,0.5467148040806592,0.6529185371491619,0.6905363779848891,8,0.5902108005812022,0.7661905649378149,0.750396232440336,8,448,56.0,weekday,12,False,off_peak,0.0,28.2,True,weekday,0.3152126391873147,0.16049652599261358,0.3380643074641515,1.4424123105567954,0.19873951657251837,2.3911766160076287,1.3410629968082217
OC2,1,2026-03-13,2026-03-13 13:00:00,6,0.4306261044103279,0.5139075715980924,0.2933028797445037,6,0.5341474365118881,0.4580365686245774,0.2705495419868604,6,511,85.16666666666667,weekday,13,False,off_peak,0.0,27.8,True,weekday,0.36689931083094657,0.18172384994675964,0.10065822809800276,0.3506793059802091,0.022526610159537518,1.1126330507976876,0.40225006532172536
OC2,1,2026-03-13,2026-03-13 06:00:00,5,0.29373311026658,0.4658889884467379,0.6576394471771199,5,0.3603007648540023,0.5644683457155908,0.4656390749677679,5,372,74.4,weekday,6,False,off_peak,0.0,24.5,True,weekday,0.4004091764520222,0.1974687348710285,-0.17791477453608195,-0.540217499520189,-0.14215107491640144,0.4313957003343942,-0.4257363110253959
OC2,1,2026-03-13,2026-03-13 11:00:00,9,0.5192317583526527,0.3464306435020559,0.1500956420137318,9,0.5978186180424226,0.4575195829079982,0.4161345626789196,9,352,39.111111111111114,weekday,11,False,off_peak,0.0,29.9,True,weekday,0.29708997453612646,0.14952147651880487,0.3160316054247875,1.4856847925026215,0.17830182124223598,2.426414569937888,1.37510143357204
OC2,1,2026-03-13,2026-03-13 15:00:00,5,0.5427272791943748,0.514062282329977,0.2616952963654148,5,0.696790460244652,0.6605222964467117,0.8357708596907413,5,413,82.6,weekday,15,False,off_peak,0.0,27.9,True,weekday,0.4004091764520222,0.1974687348710285,0.23735870722672037,0.7207120804987379,0.11819112447716107,1.4727644979086443,0.7018062508700211
OC2,1,2026-03-13,2026-03-13 17:00:00,7,0.4081179794718011,0.4429289393672392,0.2237629718698771,7,0.2771137137919259,0.4926505958528824,0.3777272852461839,7,244,34.857142857142854,weekday,17,True,peak,0.0,26.7,True,weekday,0.3357564871343161,0.16817807791298353,0.10893819952460292,0.4302670909042339,0.027653666029503032,1.1659219961770182,0.47975726986935435
OC2,1,2026-03-13,2026-03-13 18:00:00,6,0.4714973383395138,0.5532433526141335,0.9722897917050504,6,0.5020512301315307,0.6101759235688127,0.7804396207302842,6,163,27.166666666666668,weekday,18,True,peak,4.6,24.2,True,weekday,0.36689931083094657,0.18172384994675964,0.16521546935267512,0.575587780796036,0.06677168807349512,1.3338584403674756,0.5913290034531196
OC2,1,2026-03-13,2026-03-13 20:00:00,8,0.3308942435128255,0.1909990666195725,0.5397281030462734,8,0.1977965731716104,0.394974142837596,0.0595303397697186,8,41,5.125,weekday,20,False,off_peak,0.4,24.1,True,weekday,0.3152126391873147,0.16049652599261358,0.022899961685771096,0.09770681470222294,-0.01772457098294281,0.8759280031194003,0.17879330807472768
OC2,1,2026-03-13,2026-03-13 21:00:00,4,0.2392135256356124,0.1017567867536351,0.5572942407352964,4,0.3294327431358264,0.4364833955352617,0.4175883485301013,4,3,0.75,weekday,21,False,off_peak,0.4,24.0,True,weekday,0.44805277315722414,0.21797557269686318,-0.37836814348394276,-0.9580855548985883,-0.25703585220397357,0.22889244338807918,-0.8864037484993811
OC2,1,2026-03-13,2026-03-13 16:00:00,6,0.3444289594889445,0.5850621266669219,0.2387268279014351,6,0.3072658392779503,0.7384274885729663,0.2400019345209967,6,363,60.5,weekday,16,False,off_peak,0.0,27.4,True,weekday,0.36689931083094657,0.18172384994675964,-0.035492539696165074,-0.12365108569175329,-0.05764243023843565,0.7117878488078218,-0.027827164763901593
OC2,1,2026-03-13,2026-03-13 22:00:00,2,0.9176164563151618,0.6840399218007901,0.3377561217267206,2,0.8891124887823424,0.5810420354174615,0.1441109716120114,2,0,0.0,weekday,22,False,off_peak,0.0,23.8,True,weekday,0.6359800669726218,0.3055077811024832,0.7736839765897048,0.9218632282497069,0.6840399218007904,1.6840399218007904,0.6630477075566522
OC2,1,2026-03-13,2026-03-13 14:00:00,5,0.4460811225249549,0.1608975616253413,0.275126578522413,5,0.3563906772674043,0.3155011696605125,0.0842534423059455,5,583,116.6,weekday,14,False,off_peak,0.0,28.2,True,weekday,0.4004091764520222,0.1974687348710285,0.07617185633808848,0.23128697362021466,-0.0012645401585952287,0.9949418393656191,0.27801609969196617
OC2,1,2026-03-13,2026-03-13 19:00:00,7,0.6866658106542568,0.0593525982433412,0.582486941088266,7,0.5210283454517236,0.402072566640452,0.7441579771902403,7,108,15.428571428571429,weekday,19,False,off_peak,1.0,24.2,True,weekday,0.3357564871343161,0.16817807791298353,0.5282841559205378,2.086534272924106,0.38342825810837894,3.3005695486502735,1.9172986606428144
49.2,1,2026-03-13,2026-03-13 05:00:00,2,0.9999983462350692,0.9999933849457472,0.9999851161484432,2,1.0,1.0,1.0,2,928,464.0,weekday,5,False,off_peak,0.0,24.4,True,weekday,0.6359800669726218,0.3055077811024832,0.9999954569385335,1.1915188475685232,0.9999933849457467,1.9999933849457467,3.0484829030093383
49.2,1,2026-03-13,2026-03-13 06:00:00,8,0.6509212584486728,0.7077333899913648,0.4534069995124312,8,0.6524872868492938,0.7397841387721058,0.544897081897125,8,690,86.25,weekday,6,False,off_peak,0.0,24.5,True,weekday,0.3152126391873147,0.16049652599261358,0.49023775623275095,2.091687761994351,0.34136969680046153,3.3895878776032307,1.9165116638524138
49.2,1,2026-03-13,2026-03-13 08:00:00,15,0.8610986339088431,0.6251336471643485,0.5887607760678046,15,0.8771456072346091,0.7090251696261762,0.7776794494148825,15,739,49.266666666666666,weekday,8,True,peak,0.0,26.4,True,weekday,0.22897657700189925,0.1174994940093948,0.8198480591535816,5.379785353428006,0.7230259185567955,11.122362859795137,3.7190164854557084
49.2,1,2026-03-13,2026-03-13 09:00:00,13,0.7200950538468783,0.7688449075206469,0.6292362475885829,13,0.7306825925060809,0.8627267843485088,0.8126003346093799,13,874,67.23076923076923,weekday,9,False,off_peak,0.0,30.1,True,weekday,0.24546306234414839,0.1257683161325528,0.6290374504093691,3.773859793133386,0.4784149604559668,6.740979525471602,3.3895791411330207
49.2,1,2026-03-13,2026-03-13 10:00:00,10,0.7470202559091839,0.5929001490435052,0.7837521978798321,10,0.7436366993413603,0.65389347081028,0.925857894115384,10,602,60.2,weekday,10,False,off_peak,0.0,29.7,True,weekday,0.2809039442267921,0.1422930711897375,0.648197564067015,3.275748480127043,0.5089325141540252,5.580392627386226,2.9112377262430016
