pair_id,line_a,line_b,shared_hours,offtrunk_hours,speed_hours,mean_segment_speed_mps,mean_N_shared_a,mean_N_shared_b,raw_shared_corr,raw_offtrunk_corr,raw_shared_minus_off,speed_controlled_shared_corr,speed_controlled_offtrunk_corr,speed_controlled_shared_minus_off,speed_gap_retention,zero_lag_corr,best_nonzero_lag_hours,best_nonzero_lag_corr,nonzero_lag_perm_p,significant_nonzero_lag,te_a_to_b,te_b_to_a,te_net_a_minus_b
46__OC2,46,OC2,128,117,128,4.791950576729465,7.40625,4.75,0.16431137943228624,0.02666579179275274,0.1376455876395335,0.11434524555563659,0.05998595226814917,0.05435929328748742,0.394922163650052,0.16431137943228624,1.0,0.18402879781959666,0.276,False,0.06365095748232011,0.041791099049107716,0.021859858433212392
46__OC3,46,OC3,147,124,147,5.092303380994667,7.659863945578231,5.993197278911564,0.027649220713036594,0.00394335293649904,0.023705867776537555,0.03345911739850221,0.018511327189999576,0.01494779020850263,0.6305523319967612,0.027649220713036594,1.0,0.15705692356000578,0.356,False,0.04903699145697408,0.035486470650655896,0.013550520806318182
48__31,31,48,31,75,31,2.822541224484687,4.032258064516129,3.2903225806451615,0.08992193543580126,-0.03829933802232353,0.12822127345812478,0.015149069324179469,-0.021882384976559883,0.037031454300739355,0.28880897297306357,0.08992193543580126,-4.0,-0.38339563716488856,0.34,False,0.3049615351512297,0.14046810960656544,0.16449342554466426
48__33,33,48,48,70,48,4.199596696630984,5.583333333333333,2.9791666666666665,-0.018723211256310417,0.1146212616087607,-0.13334447286507112,-0.017197073292298234,0.15046404245443734,-0.1676611157467356,1.2573533206463599,-0.018723211256310417,-1.0,-0.17811322557983883,0.886,False,0.1617039022455479,0.14306216643909134,0.01864173580645656
48__34A,34A,48,106,37,106,3.8018038219306827,4.09433962264151,5.0,0.03806099332957152,-0.03351007090185701,0.07157106423142853,0.010831194383242424,-0.038576130917502574,0.049407325300745,0.6903254245456516,0.03806099332957152,-2.0,-0.16339460141141404,0.562,False,0.06064497520210642,0.03855624280915691,0.022088732392949506
48__35,35,48,116,128,116,4.395166674918962,4.767241379310345,6.068965517241379,0.027802892964019398,0.09513057698367117,-0.06732768401965177,-0.05216768895661064,0.08575500438040573,-0.13792269333701637,2.0485287047265603,0.027802892964019398,1.0,0.12781191731912536,0.786,False,0.07830150337922089,0.0938065680406772,-0.01550506466145632
48__36,36,48,104,139,104,3.7857596138454235,5.355769230769231,4.394230769230769,0.16656498230839947,0.0676660192439249,0.09889896306447457,0.08172040740379079,0.04274852982209082,0.03897187758169997,0.3940574943772998,0.16656498230839947,-1.0,0.14997208832044281,0.644,False,0.04645403217078586,0.04586917883979402,0.0005848533309918344
48__38A,38A,48,56,149,56,4.042422614192709,3.1964285714285716,4.642857142857143,-0.07388273384975418,0.037329213340093675,-0.11121194718984785,-0.1437529567297815,0.009881905647435782,-0.1536348623772173,1.3814600522635403,-0.07388273384975418,4.0,0.24316607543599808,0.492,False,0.13033043149570056,0.1551986667136156,-0.024868235217915036
48__39A,39A,48,111,141,111,4.316854190737018,4.306306306306307,5.342342342342342,-0.09817219297578358,-0.13976346200987433,0.041591269034090744,-0.16253497007667758,-0.11214407609590464,-0.05039089398077294,-1.21157385073943,-0.09817219297578358,1.0,0.17213756211353812,0.446,False,0.060997644430745096,0.0559883818705999,0.0050092625601451946
48__44,44,48,93,136,93,3.682766726609246,3.6559139784946235,4.462365591397849,0.16893702747842962,0.017563893675509736,0.1513731338029199,0.10949772808398828,0.06268662144641005,0.04681110663757823,0.3092431626508037,0.16893702747842962,3.0,0.13896426279592108,0.792,False,0.09609083501943827,0.06971647071658636,0.026374364302851908
48__45,45,48,69,143,69,2.937589331699633,4.7101449275362315,3.1159420289855073,0.12646204291729052,-0.17879844751846813,0.30526049043575865,0.12286488595167348,0.0700033993940409,0.05286148655763258,0.17316845190864016,0.12646204291729052,4.0,0.3210751539867275,0.116,False,0.06719588974707402,0.1623440930457328,-0.09514820329865878
48__46,46,48,95,155,95,4.208948086724233,4.663157894736842,4.463157894736842,0.112687526701716,0.09045111500470385,0.022236411697012154,0.09445858727251354,0.12740842775941522,-0.03294984048690168,-1.4817966556775461,0.112687526701716,-3.0,-0.20728826317190982,0.324,False,0.06115227388030966,0.07400117242802517,-0.012848898547715516
48__49.1,48,49.1,68,99,68,3.488627658024999,2.985294117647059,9.911764705882353,-0.018459884122604877,0.0733146119590035,-0.09177449608160838,0.012066497285814824,0.013972464412252179,-0.001905967126437355,0.020767938891677676,-0.018459884122604877,-4.0,-0.22586587103614694,0.438,False,0.09678328883985754,0.11731866463649417,-0.020535375796636626
48__49.2,48,49.2,75,128,75,4.139401755363395,3.28,8.213333333333333,-0.029746660455061066,0.053780852051997174,-0.08352751250705824,-0.022710204882949763,0.023123026562531505,-0.045833231445481265,0.5487201769789117,-0.029746660455061066,-1.0,0.12389685219246006,0.932,False,0.04742470468382011,0.08253268885462557,-0.03510798417080546
48__62,48,62,13,143,13,3.3062246532831527,2.6153846153846154,2.3846153846153846,-0.15901358484040537,-0.1303662905899959,-0.02864729425040946,-0.11427370989021479,0.5130076244764278,-0.6272813343666426,21.89670441066792,-0.15901358484040537,-1.0,-0.37152581971066684,0.434,False,,,
48__OC1,48,OC1,54,137,54,3.6476299442972713,4.037037037037037,3.240740740740741,-0.2670979162461039,-0.02783556059696827,-0.23926235564913564,-0.26574491187434623,0.17173218777632582,-0.43747709965067205,1.828440995089954,-0.2670979162461039,-2.0,0.28201881262609824,0.31,False,0.1017709234663068,0.23720175503604615,-0.13543083156973934
48__OC2,48,OC2,51,144,51,3.473984385573468,4.019607843137255,3.3137254901960786,-0.11263258155575095,0.036683500501157665,-0.1493160820569086,-0.07641223799450726,-0.10859753565754976,0.0321852976630425,-0.21555144777222165,-0.11263258155575095,3.0,-0.2775788568089635,0.364,False,0.2386070747384924,0.15172237226821556,0.08688470247027685
48__OC3,48,OC3,85,153,85,3.842271410814621,4.847058823529411,3.623529411764706,-0.0951692406874873,0.2252574447528541,-0.3204266854403414,-0.10097508510248186,0.04178138703868169,-0.14275647214116355,0.4455199227398388,-0.0951692406874873,-1.0,-0.23944609266699926,0.256,False,0.08536522506922739,0.031798691251502226,0.053566533817725165
49.1__31,31,49.1,134,222,134,2.95316297994593,2.917910447761194,15.298507462686567,0.1051547797302851,-0.08912804890510213,0.19428282863538723,0.08971513997241229,-0.0007881969596195476,0.09050333693203183,0.4658329177504434,0.1051547797302851,3.0,-0.09703102371571545,0.908,False,0.02669976345851862,0.01759174694745786,0.00910801651106076
49.1__34A,34A,49.1,115,178,115,3.217039633301733,3.6695652173913045,11.852173913043478,0.19933347710074156,0.13674647409265445,0.06258700300808712,0.05793311673183665,0.22607316617323084,-0.16814004944139418,-2.686501052297841,0.19933347710074156,2.0,0.15243808355878816,0.562,False,0.09058008952563981,0.03548762932352452,0.05509246020211529
49.1__35,35,49.1,75,130,75,3.268939032051419,3.3733333333333335,11.92,0.08545297743134374,0.07111695051693359,0.014336026914410147,0.03615843587232068,0.07726757869606826,-0.041109142823747585,-2.867540851393485,0.08545297743134374,-4.0,0.18529760803336948,0.634,False,0.12782867680503823,0.11691284452997944,0.010915832275058795
49.1__36,36,49.1,137,185,137,3.2697393810241757,3.510948905109489,12.744525547445255,0.06466788295030006,-0.013773004470439752,0.0784408874207398,0.005070517319755277,0.01088421520422328,-0.005813697884468003,-0.07411565671464929,0.06466788295030006,-4.0,0.17616697128308098,0.296,False,0.05950407457995771,0.046680483002140574,0.012823591577817137
49.1__38A,38A,49.1,44,126,44,3.4442869891945977,2.1363636363636362,10.886363636363637,0.25101588976147143,-0.0010902368451004803,0.2521061266065719,0.2468760400674885,0.07191782469798551,0.174958215369503,0.6939863688538468,0.25101588976147143,3.0,0.20481667205627452,0.802,False,0.14715787900523852,0.1977027031835603,-0.05054482417832179
49.1__39A,39A,49.1,156,224,156,3.4137447711247795,3.326923076923077,12.487179487179487,-0.20616294921005987,0.05895796783788114,-0.265120917047941,-0.24864524560772758,0.03245578908185045,-0.28110103468957803,1.0602748278769245,-0.20616294921005987,-3.0,0.11450129576688513,0.764,False,0.01862297264255555,0.03236544335461407,-0.01374247071205852
49.1__44,44,49.1,135,181,135,3.3684482732575622,2.77037037037037,11.85925925925926,0.11635870178891718,0.13779130639636408,-0.021432604607446906,0.09351966830853975,0.14797545253766228,-0.054455784229122534,2.540791715543593,0.11635870178891718,1.0,0.15233116092212515,0.492,False,0.06265882223929377,0.05612004721504752,0.0065387750242462475
49.1__45,45,49.1,239,231,239,3.2687500805592844,7.7154811715481175,9.03347280334728,0.13673391955459024,0.19579806624031137,-0.05906414668572113,0.06978461087325727,0.16822064706529521,-0.09843603619203795,1.6665954172810398,0.13673391955459024,2.0,0.28807178331381467,0.0,True,0.02698470659795846,0.03607927003425726,-0.009094563436298799
49.1__61,49.1,61,144,259,144,2.87950869927125,8.479166666666666,3.826388888888889,-0.0021408195772343423,-0.1821812629496358,0.18004044337240147,0.07348603362859397,-0.14056770492612944,0.21405373855472343,1.1889203033785456,-0.0021408195772343423,1.0,-0.19484126463891951,0.164,False,0.03231271743255623,0.07244119484843088,-0.04012847741587465
49.1__62,49.1,62,94,295,94,3.269886974782791,8.457446808510639,2.797872340425532,0.23567039884240765,-0.07527350469782526,0.31094390354023294,0.13065412418189806,0.11238522790837088,0.01826889627352718,0.05875302929411952,0.23567039884240765,2.0,0.1816058331035756,0.524,False,0.10695082030905324,0.04081986527629102,0.06613095503276223
49.1__OC1,49.1,OC1,108,214,108,3.27080550871544,14.212962962962964,2.861111111111111,0.09986390973529548,-0.049288121544765084,0.14915203128006055,0.08296140307285288,-0.021432832007946725,0.1043942350807996,0.6999182926632767,0.09986390973529548,1.0,0.15590302058461805,0.63,False,0.03261942475818956,0.06821937765405552,-0.035599952895865955
49.1__OC2,49.1,OC2,76,180,76,3.2800952652442983,13.473684210526315,2.486842105263158,-0.01971769141405397,-0.10050808513274839,0.08079039371869443,-0.015954978886902314,-0.1738336214632599,0.1578786425763576,1.9541759274757116,-0.01971769141405397,3.0,-0.20599088673405258,0.48,False,0.08554213245965378,0.13144863736629106,-0.04590650490663728
49.1__OC3,49.1,OC3,102,231,102,3.164096217908407,6.303921568627451,2.5980392156862746,0.06742996314080077,0.04271999325258316,0.02470996988821761,0.038634824349083954,0.22667792783376792,-0.18804310348468395,-7.610009414635024,0.06742996314080077,3.0,-0.13906081333188858,0.792,False,0.05585914025010313,0.034572207706738474,0.021286932543364653
49.2__31,31,49.2,166,235,166,3.5760101340573414,4.349397590361446,12.493975903614459,0.06979900783711136,-0.047291316540228744,0.1170903243773401,0.07211301140065304,0.10933007250489944,-0.0372170611042464,-0.31784915877685305,0.06979900783711136,4.0,-0.1721672221709594,0.226,False,0.03132335258909745,0.02889760590480535,0.0024257466842921016
49.2__34A,34A,49.2,107,198,107,3.4636026800284085,3.794392523364486,7.981308411214953,0.04700754511564078,0.045837430483461485,0.001170114632179295,0.06113247032752926,0.1606748281641234,-0.09954235783659414,-85.0706034255808,0.04700754511564078,1.0,0.16368974705841152,0.524,False,0.07040600820858696,0.03889242511775073,0.03151358309083623
49.2__35,35,49.2,69,157,69,3.683004994273321,3.130434782608696,8.797101449275363,0.18350520282975613,0.1998381244277513,-0.01633292159799518,0.2029059915044345,0.2635269541519951,-0.06062096264756062,3.711581071631524,0.18350520282975613,4.0,-0.2355099689573815,0.36,False,0.09163941585935476,0.03670331355201899,0.05493610230733577
49.2__36,36,49.2,130,230,130,3.799568880264496,3.6538461538461537,10.3,0.0693911151900013,0.08519786886444443,-0.015806753674443133,0.04482028573418269,0.05431864819088848,-0.009498362456705794,0.6009053251752162,0.0693911151900013,3.0,0.14735044667123864,0.552,False,0.010578206387526223,0.037386831038166486,-0.026808624650640264
49.2__38A,38A,49.2,51,157,51,3.904854300519905,2.1372549019607843,10.196078431372548,-0.033419935721584436,0.038597899834265974,-0.07201783555585041,-0.03753285761527403,0.08185570430361434,-0.11938856191888837,1.6577638163854784,-0.033419935721584436,-3.0,0.40859653012891006,0.024,True,0.15494741481553093,0.31051771336757245,-0.15557029855204152
49.2__39A,39A,49.2,120,268,120,3.9190876587303713,3.125,9.733333333333333,-0.27166229697608757,-0.10267493561916578,-0.16898736135692177,-0.29110643140655756,-0.01319015117201707,-0.2779162802345405,1.6445980220233611,-0.27166229697608757,-1.0,-0.12686610606136065,0.776,False,0.07406662889065495,0.08710798058340781,-0.013041351692752862
49.2__44,44,49.2,126,220,126,3.919485075549822,2.8333333333333335,9.515873015873016,0.0187578434921726,-0.10891717146536321,0.1276750149575358,0.017860940257093026,-0.22821418975979063,0.24607513001688366,1.92735540386447,0.0187578434921726,4.0,0.16245380343639954,0.418,False,0.06310412140709622,0.0382211901042558,0.024882931302840416
49.2__45,45,49.2,213,264,213,3.4558759681589586,8.713615023474178,6.553990610328638,-0.17450483175191975,-0.07593983250451403,-0.09856499924740572,-0.11628444535152972,-0.07702034901044595,-0.03926409634108377,0.39835739502749723,-0.17450483175191975,-1.0,-0.12041377184389648,0.462,False,0.024809099521101975,0.017015198944744958,0.007793900576357017
49.2__49.1,49.1,49.2,304,234,304,3.944909034247001,11.217105263157896,10.092105263157896,0.21362292988303785,-0.04620898795844244,0.2598319178414803,0.21234651571462262,-0.006865234746459136,0.21921175046108177,0.8436675227668515,0.21362292988303785,-1.0,0.18526936172364852,0.022,True,0.03036642917544052,0.02345907094820641,0.006907358227234109
49.2__62,49.2,62,102,308,102,3.7733990530547756,10.254901960784315,2.6862745098039214,0.1055057786088784,-0.005032918628825831,0.11053869723770424,0.12280392236979157,0.09128596018956765,0.031517962180223916,0.2851305738880491,0.1055057786088784,1.0,0.252717571292179,0.094,False,0.062469979585537336,0.12141604735958397,-0.05894606777404664
49.2__OC1,49.2,OC1,117,258,117,3.982455746822067,12.837606837606838,2.9743589743589745,0.09595802268636755,0.09941001262662522,-0.003451989940257666,0.11194604895428696,0.0648388118811339,0.04710723707315306,-13.646400449717664,0.09595802268636755,4.0,-0.2597668488644919,0.042,True,0.043482422544589214,0.04565729690275844,-0.0021748743581692237
49.2__OC2,49.2,OC2,91,219,91,3.914477925524412,11.967032967032967,2.978021978021978,0.07414174327316357,-0.007772685416246512,0.08191442868941008,0.07715213133916182,0.04354928655980057,0.033602844779361256,0.410218874952679,0.07414174327316357,2.0,0.1716629417548434,0.636,False,0.02593636434993558,0.12543634330651907,-0.09949997895658348
49.2__OC3,49.2,OC3,103,16,103,4.040425195057599,20.533980582524272,2.621359223300971,0.016376175189018915,-0.08509408505615193,0.10147026024517085,0.014394783306980168,,,,0.016376175189018915,-4.0,0.22095584650020075,0.194,False,0.05538339980903339,0.03577351068727429,0.0196098891217591
61__31,31,61,99,215,99,2.671848977954381,3.3838383838383836,3.8383838383838382,-0.030377654239779478,-0.07525412339359537,0.04487646915381589,-0.06645091984229588,-0.056618067838565246,-0.009832852003730637,-0.21910930581521784,-0.030377654239779478,-4.0,-0.1643405317995239,0.606,False,0.09361312764957057,0.04942763388891167,0.044185493760658896
61__OC1,61,OC1,23,235,23,3.1719093866853454,3.130434782608696,2.0434782608695654,0.2640768139573668,-0.07506252468930327,0.3391393386466701,0.1916929185613254,-0.24082798297615107,0.43252090153747647,1.275348661300821,0.2640768139573668,-1.0,-0.2745892711859185,0.894,False,0.31251142172463225,0.18963109203382195,0.12288032969081031
62__31,31,62,33,254,33,2.712430403846275,2.696969696969697,2.4545454545454546,0.4683732179557422,-0.06866394934518637,0.5370371673009285,0.36985659985111685,0.19178701828670416,0.1780695815644127,0.3315777611061163,0.4683732179557422,3.0,0.26309531352622373,0.792,False,0.1747683017728487,0.2799263747430451,-0.10515807297019641
62__38A,38A,62,12,174,12,3.455256606541724,2.0,2.4166666666666665,-0.1504644024382007,-0.03137947616987606,-0.11908492626832463,-0.17384309215952495,-0.30203519726434136,0.1281921051048164,-1.0764763360223382,-0.1504644024382007,,,,False,,,
62__61,61,62,55,271,55,3.162384319365208,3.6,2.309090909090909,0.1202080731001224,-0.04018815342196779,0.16039622652209018,0.11274300697745597,-0.13413773429790302,0.24688074127535897,1.5391929512840374,0.1202080731001224,4.0,0.3017510835372999,0.186,False,0.14035593747369837,0.08660000379361874,0.05375593368007964
62__OC1,62,OC1,95,270,95,3.6832562845249064,3.389473684210526,3.031578947368421,0.12940232746560826,0.033694210791216865,0.09570811667439139,0.028431912045100743,0.014754696163334009,0.013677215881766734,0.14290549597060817,0.12940232746560826,-1.0,-0.25328427473401327,0.104,False,0.12058196334069152,0.07638230073574481,0.044199662604946705
62__OC2,62,OC2,63,233,63,3.532448799106241,3.507936507936508,3.0317460317460316,-0.00916242717848782,-0.03910063570003978,0.029938208521551955,-0.1464422456710929,0.0008395680045145104,-0.14728181367560741,-4.91952661661709,-0.00916242717848782,-4.0,0.15601450436992892,0.874,False,0.13386872744171305,0.1315260011189219,0.0023427263227911443
67__49.1,49.1,67,36,320,36,3.359468416558846,2.4722222222222223,3.111111111111111,-0.2643651178383309,-0.01619960714716416,-0.2481655106911667,-0.24767338006893158,-0.13246621841759687,-0.11520716165133471,0.46423518453660545,-0.2643651178383309,-1.0,0.2982986717967905,0.534,False,0.27078700447781967,0.21705733395932506,0.053729670518494616
67__61,61,67,157,275,157,3.2045355434979323,4.452229299363057,5.050955414012739,0.06895446515699796,-0.0002538147942542169,0.06920827995125219,0.030101596471005805,0.21006533820498705,-0.17996374173398125,-2.6003209711430655,0.06895446515699796,-3.0,-0.17997900751789822,0.174,False,0.0303329187095465,0.01926498095407832,0.011067937755468178
OC1__31,31,OC1,78,208,78,2.969443206050632,4.653846153846154,2.5641025641025643,-0.09403539589593207,0.04916378707757393,-0.143199182973506,-0.10469277555001004,0.037871385835021115,-0.14256416138503114,0.9955654663993974,-0.09403539589593207,1.0,0.250142547047805,0.202,False,0.08689939055290827,0.0833167228319317,0.003582667720976568
OC1__34A,34A,OC1,49,204,49,3.0073291651795087,4.510204081632653,2.6530612244897958,-0.09653525605613589,0.004474977473717533,-0.10101023352985342,-0.08813480220928886,0.06469188434224178,-0.15282668655153064,1.512982211909875,-0.09653525605613589,-1.0,-0.26081941061325425,0.498,False,0.17655677951271376,0.273255578496302,-0.09669879898358824
OC1__44,44,OC1,96,232,96,3.292636213871807,3.34375,2.84375,0.16958212017625515,0.15966102129907322,0.009921098877181928,0.16301347339171424,0.03657098222725525,0.126442491164459,12.744807075279828,0.16958212017625515,4.0,-0.2401767073091691,0.152,False,0.08239142802283811,0.03899505281730299,0.04339637520553512
OC2__31,31,OC2,57,170,57,2.8627491191691568,4.052631578947368,2.7719298245614037,0.22073582365733843,0.001737749777171022,0.2189980738801674,0.17434223150863917,-0.14709658747398255,0.3214388189826217,1.467770073441415,0.22073582365733843,-2.0,0.2604944747408611,0.352,False,0.1463768464454096,0.23748844896614102,-0.09111160252073142
OC2__34A,34A,OC2,48,204,48,2.9924808665425213,4.520833333333333,2.7083333333333335,-0.054603749777621065,0.184990691681167,-0.23959444145878805,-0.056376147415639906,-0.3572801462173924,0.3009039988017525,-1.2558888969613684,-0.054603749777621065,-1.0,-0.2321888445614986,0.65,False,0.08863411917984075,0.225215451801945,-0.13658133262210426
OC2__44,44,OC2,90,229,90,3.147872647648007,3.2888888888888888,3.0,0.02585038400779592,-0.0033324819686818196,0.02918286597647774,0.024998030478492774,-0.0357742841662623,0.06077231464475508,2.082465604774369,0.02585038400779592,-1.0,0.22853238913738091,0.27,False,0.11270338113747871,0.04807266968418574,0.06463071145329297
OC2__61,61,OC2,12,199,12,3.1009914147743163,3.0833333333333335,2.1666666666666665,0.4990895467852138,0.080472970847944,0.41861657593726975,0.4177973884110526,-0.10430437977016384,0.5221017681812165,1.2472075837232353,0.4990895467852138,,,,False,,,
OC2__OC1,OC1,OC2,144,209,144,4.374610747541316,5.3125,4.833333333333333,0.4310279043705406,-0.14451818843464495,0.5755460928051855,0.3731577234820869,-0.07639825679298289,0.4495559802750698,0.781094661044356,0.4310279043705406,1.0,0.22463638133569455,0.062,False,0.06321162625968114,0.056468830048863945,0.006742796210817199
OC3__31,31,OC3,85,172,85,2.954249481340156,4.4,2.6588235294117646,-0.06356846301372857,-0.12730599467211381,0.06373753165838525,-0.03788765976648066,-0.2513005801938836,0.21341292042740295,3.3483085220688267,-0.06356846301372857,3.0,-0.14549131754429862,0.824,False,0.06387749277674785,0.07295756707849069,-0.009080074301742833
OC3__34A,34A,OC3,29,218,29,3.031263488136909,2.8620689655172415,2.1724137931034484,-0.049927387530333274,0.08423876160414104,-0.1341661491344743,-0.04776991031813843,0.026691995038679382,-0.07446190535681782,0.5549977087155188,-0.049927387530333274,4.0,0.41871983709250254,0.384,False,0.18118734658656538,0.2509926907642185,-0.0698053441776531
OC3__35,35,OC3,14,153,14,3.098779978450602,2.142857142857143,2.2857142857142856,-0.2113022255854404,-0.0747338820655331,-0.13656834351990732,-0.20610256460276105,-0.2060509746672976,-5.158993546344748e-05,0.0003777591067869056,-0.2113022255854404,-2.0,-0.2055489370107283,0.96,False,,,
OC3__38A,38A,OC3,146,92,146,5.262403568609453,5.904109589041096,8.143835616438356,-0.05896763280039032,-0.052256633921972294,-0.0067109988784180286,-0.06949030759679121,-0.06082017958312618,-0.008670128013665034,1.2919280975515268,-0.05896763280039032,-3.0,0.21495740340057293,0.082,False,0.03334098123504401,0.041804198154687305,-0.008463216919643295
OC3__39A,39A,OC3,218,223,218,4.666842718940768,6.981651376146789,6.178899082568807,0.19939491018508593,0.014793748343651865,0.18460116184143407,0.013650339139518942,0.06437761061051282,-0.05072727147099388,-0.27479389059624026,0.19939491018508593,1.0,0.15880977990296855,0.188,False,0.0543942425544619,0.01494598291047133,0.03944825964399057
OC3__44,44,OC3,40,251,40,3.162764247274361,2.35,2.375,-0.2126289232486047,-0.08128806389538966,-0.13134085935321504,-0.20831964213402765,0.09065576107414527,-0.29897540320817295,2.27633201640731,-0.2126289232486047,4.0,-0.1565057842403758,0.976,False,0.07725606520686006,0.1715268576212779,-0.09427079241441784
OC3__62,62,OC3,30,250,30,3.632182697887984,2.533333333333333,2.8,-0.128258082187792,-0.288122868645956,0.159864786458164,-0.11363394273994314,-0.3130951501663225,0.19946120742637935,1.2476869474853212,-0.128258082187792,-1.0,0.40526627627722334,0.262,False,0.33694413885864716,0.31357537412757236,0.023368764731074798
OC3__OC1,OC1,OC3,173,223,173,4.669054832040283,5.2601156069364166,6.2485549132947975,0.05286438104795642,0.07620582959931656,-0.02334144855136014,-0.0571635439225013,0.033018509338015596,-0.0901820532605169,3.863601398262914,0.05286438104795642,1.0,0.1651916955217615,0.188,False,0.02869941829741583,0.054510130334161584,-0.025810712036745755
OC3__OC2,OC2,OC3,207,190,207,4.757140125033689,5.405797101449275,9.16425120772947,0.15799586941921848,-0.024129296323434798,0.18212516574265328,0.09889969045781524,-0.08004121625768472,0.17894090671549995,0.9825160953777647,0.15799586941921848,-1.0,0.21964337347896296,0.002,True,0.04312991998280139,0.007179554691196115,0.03595036529160528
